,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,META,META,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits
Date,,,,,,,,,,,,,,,,,,,,,
2017-07-18 00:00:00-04:00,50.29999923706055,51.30149841308594,50.20000076293945,51.22249984741211,80152000,0.0,0.0,159.66000366210938,163.72999572753906,159.4199981689453,162.86000061035156,23722900,0.0,0.0,48.667999267578125,49.54249954223633,48.60200119018555,49.34749984741211,28266000,0.0,0.0
2017-07-19 00:00:00-04:00,51.25,51.579498291015625,51.125,51.34349822998047,59280000,0.0,0.0,163.58999633789062,165.6999969482422,163.1699981689453,164.13999938964844,26273600,0.0,0.0,49.5004997253418,49.779998779296875,49.35049819946289,49.63850021362305,28242000,0.0,0.0
2017-07-20 00:00:00-04:00,51.579498291015625,51.74850082397461,51.125999450683594,51.435001373291016,61950000,0.0,0.0,164.8000030517578,165.0,162.80999755859375,164.52999877929688,18523100,0.0,0.0,49.849998474121094,49.933998107910156,49.23099899291992,49.609500885009766,28368000,0.0,0.0
2017-07-21 00:00:00-04:00,51.06399917602539,51.30500030517578,50.54999923706055,51.28350067138672,54692000,0.0,0.0,164.16000366210938,165.0500030517578,163.75,164.42999267578125,14744000,0.0,0.0,49.45000076293945,49.75550079345703,49.208499908447266,49.69200134277344,29266000,0.0,0.0
2017-07-24 00:00:00-04:00,51.41699981689453,52.1505012512207,51.371498107910156,51.9474983215332,65760000,0.0,0.0,164.63999938964844,166.1699981689453,164.30999755859375,166.0,17367000,0.0,0.0,49.70500183105469,50.30950164794922,49.51350021362305,49.91550064086914,79690000,0.0,0.0
2017-07-25 00:00:00-04:00,51.90250015258789,52.166500091552734,51.624000549316406,51.993499755859375,48952000,0.0,0.0,165.00999450683594,165.5399932861328,163.86000061035156,165.27999877929688,15383200,0.0,0.0,48.53499984741211,48.83649826049805,48.189998626708984,48.451499938964844,118672000,0.0,0.0
2017-07-26 00:00:00-04:00,52.15999984741211,52.65999984741211,52.15999984741211,52.63999938964844,58426000,0.0,0.0,166.00999450683594,166.00999450683594,164.10000610351562,165.61000061035156,35236900,0.0,0.0,48.638999938964844,48.6974983215332,48.01150131225586,48.265499114990234,44432000,0.0,0.0
2017-07-27 00:00:00-04:00,53.477500915527344,54.16550064086914,52.00899887084961,52.29999923706055,219834000,0.0,0.0,174.6999969482422,175.49000549316406,167.5,170.44000244140625,68910700,0.0,0.0,48.45899963378906,48.47600173950195,46.85300064086914,47.6254997253418,74358000,0.0,0.0
2017-07-28 00:00:00-04:00,50.606998443603516,51.64250183105469,50.04999923706055,51.00199890136719,154188000,0.0,0.0,169.07000732421875,173.42999267578125,169.0500030517578,172.4499969482422,24557600,0.0,0.0,47.39950180053711,48.089500427246094,47.265499114990234,47.916500091552734,36276000,0.0,0.0
2017-07-31 00:00:00-04:00,50.95249938964844,50.95249938964844,49.35100173950195,49.388999938964844,147042000,0.0,0.0,172.0,172.72000122070312,168.5500030517578,169.25,25478900,0.0,0.0,48.0,48.05950164794922,47.08649826049805,47.275001525878906,45670000,0.0,0.0
2017-08-01 00:00:00-04:00,49.80550003051758,50.31999969482422,49.57899856567383,49.80950164794922,91452000,0.0,0.0,169.82000732421875,170.47000122070312,169.0500030517578,169.86000061035156,14385000,0.0,0.0,47.390499114990234,47.7244987487793,47.24800109863281,47.327999114990234,28052000,0.0,0.0
2017-08-02 00:00:00-04:00,50.0885009765625,50.160499572753906,49.08649826049805,49.794498443603516,81400000,0.0,0.0,170.3000030517578,170.5500030517578,166.91000366210938,169.3000030517578,17433800,0.0,0.0,47.41849899291992,47.45500183105469,46.625999450683594,47.38199996948242,40788000,0.0,0.0
2017-08-03 00:00:00-04:00,49.9734992980957,49.974998474121094,49.22949981689453,49.34600067138672,65116000,0.0,0.0,169.3000030517578,169.6999969482422,168.25,168.58999633789062,10793800,0.0,0.0,47.45500183105469,47.5,46.97200012207031,47.01499938964844,22478000,0.0,0.0
2017-08-04 00:00:00-04:00,49.48400115966797,49.583499908447266,49.099998474121094,49.37900161743164,54606000,0.0,0.0,168.97000122070312,170.05999755859375,168.69000244140625,169.6199951171875,10777700,0.0,0.0,47.1974983215332,47.37699890136719,46.9900016784668,47.28950119018555,25092000,0.0,0.0
2017-08-07 00:00:00-04:00,49.532501220703125,49.75,49.356998443603516,49.61349868774414,53532000,0.0,0.0,169.9499969482422,172.05999755859375,169.66000366210938,171.97999572753906,12787800,0.0,0.0,47.375999450683594,47.448001861572266,47.17499923706055,47.287498474121094,28916000,0.0,0.0
2017-08-08 00:00:00-04:00,49.717498779296875,49.81399917602539,49.28950119018555,49.492000579833984,58056000,0.0,0.0,171.8800048828125,173.0500030517578,170.6199951171875,171.22999572753906,14393500,0.0,0.0,47.214500427246094,47.6245002746582,47.124000549316406,47.20949935913086,30102000,0.0,0.0
2017-08-09 00:00:00-04:00,49.130001068115234,49.400001525878906,48.76350021362305,49.10049819946289,71394000,0.0,0.0,169.97999572753906,171.4499969482422,169.55999755859375,171.17999267578125,10815000,0.0,0.0,46.92250061035156,47.1879997253418,46.69599914550781,47.00400161743164,28018000,0.0,0.0
2017-08-10 00:00:00-04:00,48.814998626708984,48.99300003051758,47.73400115966797,47.84600067138672,113682000,0.0,0.0,170.05999755859375,170.58999633789062,166.85000610351562,167.39999389648438,20832700,0.0,0.0,46.75,46.814998626708984,46.0890007019043,46.179500579833984,54148000,0.0,0.0
2017-08-11 00:00:00-04:00,48.0,48.519500732421875,47.569000244140625,48.39950180053711,69360000,0.0,0.0,167.9499969482422,168.82000732421875,166.85000610351562,168.0800018310547,13791200,0.0,0.0,46.18550109863281,46.667999267578125,46.06100082397461,46.50450134277344,32334000,0.0,0.0
2017-08-14 00:00:00-04:00,48.920501708984375,49.275001525878906,48.80950164794922,49.165000915527344,63458000,0.0,0.0,170.08999633789062,171.0800018310547,169.2899932861328,170.75,12954200,0.0,0.0,46.95349884033203,47.051998138427734,46.7244987487793,46.94649887084961,23012000,0.0,0.0
2017-08-15 00:00:00-04:00,49.44499969482422,49.58700180053711,49.099998474121094,49.137001037597656,50986000,0.0,0.0,171.49000549316406,171.5,170.00999450683594,171.0,8729200,0.0,0.0,47.05149841308594,47.153499603271484,46.832000732421875,46.90399932861328,22130000,0.0,0.0
2017-08-16 00:00:00-04:00,49.08250045776367,49.323001861572266,48.6609992980957,48.909000396728516,62642000,0.0,0.0,171.25,171.3800048828125,169.24000549316406,170.0,15779900,0.0,0.0,47.0625,47.494998931884766,47.00199890136719,47.2135009765625,26906000,0.0,0.0
2017-08-17 00:00:00-04:00,48.891998291015625,48.891998291015625,48.01599884033203,48.028499603271484,70248000,0.0,0.0,169.33999633789062,169.86000061035156,166.85000610351562,166.91000366210938,17216000,0.0,0.0,47.147499084472656,47.19049835205078,46.38199996948242,46.382999420166016,33914000,0.0,0.0
2017-08-18 00:00:00-04:00,48.06999969482422,48.27149963378906,47.73249816894531,47.923500061035156,65696000,0.0,0.0,166.83999633789062,168.6699981689453,166.2100067138672,167.41000366210938,15093600,0.0,0.0,46.3489990234375,46.55099868774414,46.17250061035156,46.308998107910156,26748000,0.0,0.0
2017-08-21 00:00:00-04:00,47.878501892089844,48.060001373291016,47.27299880981445,47.66450119018555,63290000,0.0,0.0,167.16000366210938,168.0,165.82000732421875,167.77999877929688,11907500,0.0,0.0,46.28850173950195,46.412498474121094,45.93000030517578,46.04349899291992,26024000,0.0,0.0
2017-08-22 00:00:00-04:00,47.7760009765625,48.39649963378906,47.775001525878906,48.345001220703125,55000000,0.0,0.0,168.27999877929688,169.8699951171875,167.14999389648438,169.63999938964844,11391000,0.0,0.0,46.347999572753906,47.097999572753906,46.30849838256836,47.02000045776367,35502000,0.0,0.0
2017-08-23 00:00:00-04:00,47.96900177001953,48.099998474121094,47.709999084472656,47.900001525878906,53366000,0.0,0.0,168.83999633789062,169.36000061035156,168.1999969482422,168.7100067138672,9856500,0.0,0.0,46.849998474121094,47.27149963378906,46.762001037597656,47.12900161743164,22690000,0.0,0.0
2017-08-24 00:00:00-04:00,47.87099838256836,47.95000076293945,47.05699920654297,47.622501373291016,103914000,0.0,0.0,168.8800048828125,169.2899932861328,166.41000366210938,167.74000549316406,14030400,0.0,0.0,47.18550109863281,47.31549835205078,46.5369987487793,46.84450149536133,25892000,0.0,0.0
